45859,45863,45920,46146,47770,47786,47835,48059,48103,48222,48240,48264,48487,48641,48665,49521,49966,49974,50007,50111,50618,time
99.4186111111,169.795833333,77.1111111111,161.798611111,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,39.5536111111,36.8477777778,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-19 17:07:28.421298
99.4186111111,169.795833333,77.1111111111,161.798611111,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,39.5613888889,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-19 19:07:37.804325
99.4186111111,169.795833333,77.1111111111,161.798611111,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,40.2033333333,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-19 23:46:58.170840
99.4186111111,169.795833333,77.1111111111,161.798611111,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,40.3363888889,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20 00:10:45.239207
99.4186111111,169.795833333,77.1111111111,161.798611111,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,40.4152777778,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20 00:15:38.087545
99.4186111111,169.795833333,77.1111111111,161.798611111,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,40.4969444444,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20 00:20:16.253808
99.4186111111,169.795833333,77.1111111111,161.798611111,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,40.5788888889,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20 00:25:16.845750
99.4186111111,169.795833333,77.1111111111,161.798611111,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,40.6511111111,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20 00:30:46.129143
99.4186111111,169.795833333,77.1111111111,161.798611111,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,40.6816666667,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20 00:35:13.900550
99.4186111111,169.795833333,77.1111111111,161.798611111,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,40.6844444444,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20 00:45:29.997254
99.4186111111,169.795833333,77.1111111111,161.8775,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,40.6844444444,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20 00:50:19.801371
99.4186111111,169.795833333,77.1111111111,161.959444444,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,40.6844444444,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20 00:55:15.979805
99.4186111111,169.795833333,77.1111111111,162.052777778,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,40.6844444444,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20 01:01:07.327175
99.4186111111,169.795833333,77.1111111111,162.135,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,40.6844444444,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20 01:05:30.222998
99.4186111111,169.795833333,77.1111111111,162.216666667,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1786111111,0.894166666667,40.7516666667,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20 01:10:38.378707
99.4186111111,169.828055556,77.1111111111,162.298611111,21.9611111111,0.0,4.84111111111,105.975277778,0.0,1.40083333333,0.747222222222,24.1872222222,0.894166666667,40.8336111111,36.9563888889,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-20 01:15:34.641024
