time,tank_id,tank_name,tank_color,tank_awards_html,kills,deactivated,time_played,tank_cat,time_played_hours,time_played_mins,time_played_secs,time_played_decimal
2017-12-14 15:00:06.888331,55226,ASTER,red,"<span class=""awards-sprite a0-1""></span><span class=""awards-sprite a5-1""></span>",3,0,2:43:44,0,2,43,44,2.72888888889
2017-12-14 15:00:06.888331,48264,BUTTERCUP,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a2-1""></span><span class=""awards-sprite a3-1""></span><span class=""awards-sprite a5-2""></span>",59,28,122:23:32,0,122,23,32,122.392222222
2017-12-14 15:00:06.888331,47835,CHRYSANTHEMUM,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a1-1""></span><span class=""awards-sprite a5-3""></span><span class=""awards-sprite a7-1""></span>",16,7,12:56:08,1,12,56,8,12.9355555556
2017-12-14 15:00:06.888331,48240,terrestrial TULIP,purple,"<span class=""awards-sprite a0-1""></span><span class=""awards-sprite a5-3""></span>",2,1,1:14:16,1,1,14,16,1.23777777778
2017-12-14 15:00:06.888331,50618,VIOLET,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a5-2""></span>",8,3,13:43:23,1,13,43,23,13.7230555556
2017-12-14 15:00:06.888331,48103,DAISY,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a5-2""></span>",15,6,17:3:33,0,17,3,33,17.0591666667
2017-12-14 15:00:06.888331,47786,ORCHID,red,"<span class=""awards-sprite a0-3""></span>",47,7,20:2:55,0,20,2,55,20.0486111111
2017-12-14 15:00:06.888331,50111,luminosity LOTUS,purple,"<span class=""awards-sprite a5-1""></span>",6,3,1:1:10,1,1,1,10,1.01944444444
2017-12-14 15:00:06.888331,48059,GLADIOLUS,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a2-2""></span><span class=""awards-sprite a3-1""></span><span class=""awards-sprite a5-3""></span>",96,68,110:22:42,1,110,22,42,110.378333333
2017-12-14 15:00:06.888331,47770,LILAC,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a5-2""></span>",38,11,23:10:43,0,23,10,43,23.1786111111
2017-12-14 15:00:06.888331,50745,LOTUS,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a1-1""></span><span class=""awards-sprite a2-2""></span><span class=""awards-sprite a3-2""></span><span class=""awards-sprite a4-3""></span><span class=""awards-sprite a5-2""></span>",126,59,246:18:15,0,246,18,15,246.304166667
2017-12-14 15:00:06.888331,53932,MAGNOLIA,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a2-1""></span><span class=""awards-sprite a5-2""></span>",44,22,30:25:54,0,30,25,54,30.4316666667
2017-12-14 15:00:06.888331,52973,NARCISSUS,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a1-1""></span><span class=""awards-sprite a5-2""></span>",159,17,32:0:18,0,32,0,18,32.005
2017-12-14 15:00:06.888331,48665,TRILLIUM,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a3-1""></span><span class=""awards-sprite a4-3""></span><span class=""awards-sprite a5-2""></span><span class=""awards-sprite a7-1""></span>",44,16,127:38:55,0,127,38,55,127.648611111
2017-12-14 15:00:06.888331,53952,MALVA,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a5-3""></span>",12,1,7:15:33,0,7,15,33,7.25916666667
2017-12-14 15:00:06.888331,48641,DAHLIA,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a1-2""></span><span class=""awards-sprite a3-2""></span><span class=""awards-sprite a5-2""></span>",200,18,221:24:54,0,221,24,54,221.415
2017-12-14 15:00:06.888331,45859,HIBISCUS,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a1-1""></span><span class=""awards-sprite a2-1""></span><span class=""awards-sprite a3-1""></span><span class=""awards-sprite a5-1""></span>",103,34,100:19:41,0,100,19,41,100.328055556
2017-12-14 15:00:06.888331,45920,TULIP,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a1-1""></span><span class=""awards-sprite a2-1""></span><span class=""awards-sprite a3-1""></span><span class=""awards-sprite a5-1""></span><span class=""awards-sprite a7-1""></span>",189,43,114:0:02,0,114,0,2,114.000555556
2017-12-14 15:00:06.888331,45863,ROSE,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a1-1""></span><span class=""awards-sprite a2-3""></span><span class=""awards-sprite a3-2""></span><span class=""awards-sprite a4-3""></span><span class=""awards-sprite a5-2""></span><span class=""awards-sprite a7-1""></span><span class=""awards-sprite a8-1""></span>",195,108,452:33:57,0,452,33,57,452.565833333
2017-12-14 15:00:06.888331,49521,HYDRANGEA,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a2-1""></span><span class=""awards-sprite a3-2""></span><span class=""awards-sprite a4-3""></span><span class=""awards-sprite a5-3""></span>",57,30,203:30:50,0,203,30,50,203.513888889
2017-12-14 15:00:06.888331,49974,DESERT ROSE,orange,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a5-3""></span>",10,5,4:7:50,1,4,7,50,4.13055555556
2017-12-14 15:00:06.888331,48487,JASMINE,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a5-1""></span>",33,14,17:37:55,1,17,37,55,17.6319444444
2017-12-14 15:00:06.888331,49966,SILENT LOTUS,orange,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a5-2""></span>",7,7,6:45:26,1,6,45,26,6.75722222222
2017-12-14 15:00:06.888331,48222,radiant ROSE,purple,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a5-2""></span>",6,3,3:39:29,1,3,39,29,3.65805555556
2017-12-14 15:00:06.888331,575,- Mercury -,orange,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a1-3""></span><span class=""awards-sprite a2-3""></span><span class=""awards-sprite a3-3""></span><span class=""awards-sprite a5-2""></span><span class=""awards-sprite a7-1""></span>",5657,119,570:43:45,2,570,43,45,570.729166667
2017-12-14 15:00:06.888331,6281,zubziLLa,orange,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a1-2""></span><span class=""awards-sprite a2-3""></span><span class=""awards-sprite a3-3""></span><span class=""awards-sprite a4-3""></span><span class=""awards-sprite a5-3""></span><span class=""awards-sprite a8-1""></span>",319,229,571:24:50,2,571,24,50,571.413888889
2017-12-14 15:00:06.888331,38424,packattack12,orange,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a1-3""></span><span class=""awards-sprite a2-3""></span><span class=""awards-sprite a3-3""></span><span class=""awards-sprite a5-2""></span><span class=""awards-sprite a7-1""></span>",2465,172,776:0:00,2,776,0,0,776.0
2017-12-14 15:00:06.888331,10502,Vicodin,blue,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a1-2""></span><span class=""awards-sprite a2-2""></span><span class=""awards-sprite a3-2""></span>",274,77,337:42:08,2,337,42,8,337.702222222
2017-12-14 15:00:06.888331,850,AMBUSH,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a1-3""></span><span class=""awards-sprite a2-3""></span><span class=""awards-sprite a3-3""></span><span class=""awards-sprite a4-3""></span><span class=""awards-sprite a5-3""></span>",2815,299,861:6:31,2,861,6,31,861.108611111
2017-12-14 15:15:05.939755,55226,ASTER,red,"<span class=""awards-sprite a0-1""></span><span class=""awards-sprite a5-1""></span>",3,0,2:43:44,0,2,43,44,2.72888888889
2017-12-14 15:15:05.939755,48264,BUTTERCUP,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a2-1""></span><span class=""awards-sprite a3-1""></span><span class=""awards-sprite a5-2""></span>",59,28,122:23:32,0,122,23,32,122.392222222
2017-12-14 15:15:05.939755,47835,CHRYSANTHEMUM,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a1-1""></span><span class=""awards-sprite a5-3""></span><span class=""awards-sprite a7-1""></span>",16,7,12:56:08,1,12,56,8,12.9355555556
2017-12-14 15:15:05.939755,48240,terrestrial TULIP,purple,"<span class=""awards-sprite a0-1""></span><span class=""awards-sprite a5-3""></span>",2,1,1:14:16,1,1,14,16,1.23777777778
2017-12-14 15:15:05.939755,50618,VIOLET,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a5-2""></span>",8,3,13:43:23,1,13,43,23,13.7230555556
2017-12-14 15:15:05.939755,48103,DAISY,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a5-2""></span>",15,6,17:3:33,0,17,3,33,17.0591666667
2017-12-14 15:15:05.939755,47786,ORCHID,red,"<span class=""awards-sprite a0-3""></span>",47,7,20:2:55,0,20,2,55,20.0486111111
2017-12-14 15:15:05.939755,50111,luminosity LOTUS,purple,"<span class=""awards-sprite a5-1""></span>",6,3,1:1:10,1,1,1,10,1.01944444444
2017-12-14 15:15:05.939755,48059,GLADIOLUS,red,"<span class=""awards-sprite a0-3""></span><span class=""awards-sprite a2-2""></span><span class=""awards-sprite a3-1""></span><span class=""awards-sprite a5-3""></span>",96,68,110:22:42,1,110,22,42,110.378333333
